Species,Organism type,Study type,Molecular marker,Scale of study,Author,Year,Title,Journal,Volume/Pages,Type of publication,Editors,Publishers,City,Abstract
"Plagiochila asplenioides","Bryophyte","Genetic diversity assessment","Nuclear microsatellite","European","Korpelainen, H., H. Forsman, V. Virtanen, M. Pietilainen, and K. Kostamo","2012","GENETIC COMPOSITION OF BRYOPHYTE POPULATIONS OCCUPYING HABITATS DIFFERING IN THE LEVEL OF HUMAN DISTURBANCE","International Journal of Plant Sciences","173:1015-1022","Empirical paper","","","","By using microsatellite markers, we investigated the population genetic structure of three mainly clonally propagating bryophyte species-the hepatic Plagiochila asplenioides (L.) Dumort and the mosses Pleurozium schreberi (Willd. ex Brid.) Mitt. and Rhytidiadelphus squarrosus (Hedw.) Warnst-that occupy habitats differing in the level of human disturbance. Sampled populations, located in southern Finland, were classified as natural or disturbed. All species possessed a fair amount of genetic variation both within populations (mean diversities per population of 0: 411 +/- 0: 118, 0: 403 +/- 0: 111, and 0: 307 +/- 0: 077, respectively) and across populations (0.599, 0.618, and 0.400, respectively). On average, natural and disturbed populations possessed similar levels of genetic diversity. Differentiation levels (F-ST values of 0.356, 0.298, and 0.302, respectively) were significant but showed that there is some gene flow taking place. The Bayesian STRUCTURE analysis provided additional information on the population genetic structures. Although R. squarrosus was the species with the lowest level of genetic variation, its populations inhabiting urban, disturbed habitats tended to contain highly differentiated genotypes of different origins, which suggests that human-mediated dispersal is important in urban habitats. In addition, detailed analyses of the spatial genetic structure of R. squarrosus showed that at short distances (1 to <30 m) individuals are more closely related than expected, while at greater distances (30 to 500 m) kinship decreases with increasing distance. Thus, the rarity of sexual reproduction was visible in the spatial genetic structure within R. squarrosus populations, as aggregations of similar genotypes were found at short distances in populations otherwise showing isolation-by-distance effect."
"Plagiochila britannica","Bryophyte","Hybridisation","","Country: Widespread","Barbulescu, EVI, Patzak, SDF, Feldberg, K, Schazfer-Verwimp, A, Rycroft, DS, Renner, MAM, Heinrichs, J","2017","Allopolyploid origin of the leafy liverwort Plagiochila britannica (Plagiochilaceae)","Botanical Journal Of The Linnean Society","183:250-259","Empirical paper","","","","Allopolyploidy is an important mode of speciation in angiosperms, ferns and mosses, but has been considered of little importance in liverworts. The few known examples include taxa of the simple thalloid genus Pellia, the complex thalloid genera Corsinia, Reboulia and Targionia and the leafy liverworts Barbilophozia, Calypogeia and Porella. The diploid Plagiochila britannica has alternatively been considered an autopolyploid derivative of Plagiochila porelloides or an allopolyploid of Plagiochila asplenioides and P. porelloides; however, experimental evidence is still lacking. Here we present phylogenetic analyses of the P. asplenioides-P. britannica-P. porelloides complex based on a sampling of 37 accessions and plastid DNA rps4 and rbcL and nuclear ribosomal ITS1-5.8S-ITS2 sequences. Plastid DNA sequences of four accessions of P. britannica cluster with P. asplenioides, whereas nrITS sequences of P. britannica cluster with P. porelloides. We thus conclude that P. britannica is an allopolyploid hybrid of P. asplenioides and P. porelloides, with P. asplenioides the probable donor of the plastome and P. porelloides of the nuclear DNA. Contrary to earlier belief, P. britannica is not closely related to Plagiochila arctica. European and North American accessions of P. porelloides form sister lineages. A putative accession of P. asplenioides from Canada forms a separate lineage and may represent another taxon."
"Plagiochila carringtonii","Bryophyte","Phylogeography +  Taxonomic clarification","Nuclear sequences","","Renker C, Heinrichs J, Pröschold T, Groth H and Holz I","2002","ITS sequences of nuclear ribosomal DNA support the generic placement and the disjunct range of Plagiochila (Adelanthus) carringtonii.","Cryptogamie Bryologie","23: 23-29.","Empirical paper","","","",""
"Plagiomnium elatum","Bryophyte","Conservation +  Genetic diversity assessment","To confirm","","Wyatt, R","1992","Conservation of rare and endangered bryophytes: input from population genetics.","Biological Conservation","59: 99-107.","Summary Paper","","","",""
"Plagiomnium ellipticum","Bryophyte","Conservation +  Genetic diversity assessment","To confirm","","Wyatt, R","1992","Conservation of rare and endangered bryophytes: input from population genetics.","Biological Conservation","59: 99-107.","Summary Paper","","","",""
"Plagiomnium ellipticum","Bryophyte","Speciation/diversification +  Taxonomic clarification","Isozyme/Allozyme","","Wyatt, R, Stoneburner, A and Odrzykoski, IJ","1989","Bryophyte isozymes: systematic and evolutionary implications.","Isozymes in Plant Biology.","221-240.","Summary Paper","Soltis D.E. and Soltis P.S.","Dioscorides Press.","Portland, Oregon.",""
"Plagiothecium curvifolium","Bryophyte","Genetic diversity assessment","Isozyme/Allozyme","","Hofman, A","1988","A preliminary study of allozyme variation in the genus Plagiothecium (Plagiotheciaceae, Bryopsida).","J. Hattori Bot. Lab.","64: 143-150.","Empirical paper","","","",""
"Plagiothecium curvifolium","Bryophyte","Speciation/diversification +  Taxonomic clarification","Isozyme/Allozyme","","Wyatt, R, Stoneburner, A and Odrzykoski, IJ","1989","Bryophyte isozymes: systematic and evolutionary implications.","Isozymes in Plant Biology.","221-240.","Summary Paper","Soltis D.E. and Soltis P.S.","Dioscorides Press.","Portland, Oregon.",""
"Plagiothecium denticulatum","Bryophyte","Genetic diversity assessment","Isozyme/Allozyme","","Hofman, A","1988","A preliminary study of allozyme variation in the genus Plagiothecium (Plagiotheciaceae, Bryopsida).","J. Hattori Bot. Lab.","64: 143-150.","Empirical paper","","","",""
"Plagiothecium denticulatum","Bryophyte","Speciation/diversification +  Taxonomic clarification","Isozyme/Allozyme","","Wyatt, R, Stoneburner, A and Odrzykoski, IJ","1989","Bryophyte isozymes: systematic and evolutionary implications.","Isozymes in Plant Biology.","221-240.","Summary Paper","Soltis D.E. and Soltis P.S.","Dioscorides Press.","Portland, Oregon.",""
